For each of the original names, this files finds
the most similiar counterpart in the new names dataset using the LCS algorithm,
a sequence similarity algorithm, and
finding any new names such that the new name is a subset of the original name or
the original name is a subset of the new name.Original Name: New Name (LCS), New Name (Sequence Similarity), [Subset Names]
Kofi: Makoo, Makoo, []
Bryar: Lerario, Merar, []
Jazmin: Damitan, Eamin, []
Woodie: Rodie, Rodie, []
Nevin: Donin, Jein, []
Jian: Naisan, Riran, []
Tahmir: Tamiard, Tamiard, []
Odell: Ndodel, Ndodel, []
Tobias: Mateos, Monas, []
Jahkeem: Kakeer, Kakeer, []
Natanel: Matcel, Patan, []
Makar: Jakarri, Jakarri, []
Rajesh: Derasdo, Ariah, []
Bowman: Kamanri, Koan, []
Arsh: Sarius, Marhl, []
Lem: Alaer, Alaer, []
Richardo: Jermardo, Jermardo, []
Nissan: Clntistian, Naisan, []
Travion: Srayion, Srayion, []
Jaxen: Sadien, Iaren, []
Srikar: Kariari, Deriar, []
Jordan: Roeranthln, Tran, []
Yukio: Srayion, Srayion, []
Kallan: Maulan, Maulan, []
Kareem: Sarneel, Jarem, []
Brannon: Crandon, Crandon, []
Delbert: Alderander, Rendert, []
Jeramiah: Ariah, Ariah, []
Halen: Thaden, Thaden, []
Gabriele: Jarriel, Rariel, []
Fares: Jarriel, Care, []
Demetri: Metrick, Metrick, []
Ledford: Aleisander, Alekandr, []
Tyheim: Sherpin, Teimie, []
Rayansh: Brbyan, Wayan, []
Osias: Jasarious, Monas, []
Werner: Alderander, Lerrer, []
Wali: Lali, Lali, []
Praise: Artaniss, Craiey, []
Xavian: Naisan, Naisan, []
Jeb: Desso, Ney, []
Obinna: Jonanar, Donin, []
Nicholai: Michani, Michani, []
Oliverio: Aoshliio, Aoshliio, []
Jimmy: Rammo, Rammo, []
Bawi: Albrani, Albrani, []
Samnang: Kamanri, Jaman, []
Mizael: Jarriel, Tiahe, []
Crew: Ricrre, Ricrre, []
Dewayne: Alderander, Alderander, []
Finnigan: Aniran, Aniran, []
Jamy: Mamcell, Kame, []
Son: Dreston, Taslon, []
Tavion: Gaivon, Gaivon, []
Teagan: Meahan, Meahan, []
Winfield: Carniel, Carniel, []
Caelum: Jarriel, Taume, []
Arvin: Harvon, Karin, []
Dave: Naven, Naven, []
Vivian: Miloian, Miloian, []
Iden: Crrden, Adeen, []
Tej: Matcel, Caste, []
Christiaan: Christinh, Christinh, []
Alcide: Aleisander, Saide, []
Yousif: Caytusi, Caytusi, []
Leif: Aleisander, Derifr, []
Pasqual: Narhuhal, Narhuhal, []
Jaelon: Jawlon, Jawlon, []
Ava: Javano, Javano, [, Javano]
Carmelo: Jarriel, Marrel, []
Henderson: Iederion, Iederion, []
Ladainian: Sadann, Sadann, []
Jessiah: Desso, Desso, []
Eluterio: Iederion, Iederion, []
Aviel: Jarriel, Rariel, []
Nobuyuki: Caytusi, Kenlok, []
Sylvio: Aoshliio, Aoshliio, []
Aleksei: Aleses, Aleses, []
Kaidyn: Gaivon, Daid, []
Tovia: Durtian, Jodiai, []
Satoshi: Mateos, Mateos, []
Wai: Lonwavious, Lali, []
Christin: Christinh, Christinh, []
Willy: Nhilnays, Tillie, []
Juwan: Maulan, Rulan, []
Janiel: Carniel, Carniel, []
Arthur: Carhar, Carhar, []
Chesley: Mamcell, Arhel, []
Elige: Eenlieo, Jeli, []
Corde: Crrden, Rodie, []
Lenzy: Jerny, Jerny, []
Mattias: Demittic, Amatio, []
Javontae: Gaivon, Gaivon, []
Maxx: Kamanri, Alaxi, []
Jaydin: Sadien, Paydn, []
Marcel: Jarriel, Matcel, []
Zaylan: Maulan, Wayan, []
Rihan: Narqhan, Cerian, []
Ravon: Gaivon, Gaivon, []
Costas: Dontarious, Monas, []
Kymari: Kamanri, Kamanri, []
Dael: Jarriel, Matcel, []
Jabez: Labhee, Labhee, []
Rayyan: Brbyan, Wayan, []
Zyquan: Narqhan, Rulan, []
Tilden: Aldenn, Aldenn, []
Parks: Sarius, Rarsa, []
Juanmiguel: Carniel, Carniel, []
Theadore: Derasdo, Thare, []
Emerson: Iederion, Iederion, []
Yisrael: Aleisander, Jasrel, []
Caspian: Kasian, Kasian, []
Santino: Kocantienic, Vaynin, []
Thayne: Rthanee, Rthanee, []
Vitaliy: Kintanny, Lali, []
Quasim: Kasrie, Duai, []
Rayford: Srayion, Srayion, []
Adelaido: Ralario, Ralario, []
Brennan: Albrani, Jernan, []
Najee: Kakeer, Karee, []
Itay: Kintanny, Kintanny, []
Ediel: Jaieiel, Madiel, []
Henryk: Jerny, Jerny, []
Arsen: Iaren, Iaren, []
Ryo: Larnyeo, Larnyeo, []
Bowie: Rodie, Rodie, []
Sutter: Curterton, Caste, []
Brandt: Arandlo, Arand, []
Tuff: Caytusi, Matru, []
Silvano: Kariano, Kasian, []
Hall: Mamcell, Jalsal, []
Andrue: Aleisander, Arandr, []
Reyn: Crrden, Argey, []
Selby: Musiel, Musiel, []
Zebulon: Delond, Delond, []
Robyn: Brbyan, Brbyan, []
Bijan: Naisan, Riran, []
Corey: Zorry, Zorry, []
Eunice: Prenticl, Jeonie, []
Berkeley: Eeroey, Eeroey, []
Cicero: Derasdo, Kacer, []
Kristoff: Bristoo, Bristoo, []
Dacoda: Sadann, Macoo, []
Dorien: Sadien, Sadien, []
Purcell: Mamcell, Mamcell, []
Dason: Taslon, Taslon, []
Mary: Larnyeo, Tomry, []
Lovell: Tonsell, Eovel, []
Shadee: Thaden, Thaden, []
Kirk: Kakeer, Riaro, []
Leron: Ronerton, Dleston, []
Orenthal: Roeranthln, Roeranthln, []
Hal: Narhuhal, Yal, [, Narhuhal]
Aaiden: Sadien, Jaien, []
Mena: Denmar, Jamen, []
Ricki: Metrick, Metrick, []
Jacek: Mamcell, Nace, []
Gillermo: Jermardo, Tillie, []
Perrin: Lerrin, Lerrin, []
Hanson: Taslon, Taslon, []
Garn: Harvon, Harln, []
Denard: Denmar, Denmar, []
Koltin: Taltin, Taltin, []
Luby: Brbyan, Jaley, []
Vashon: Casthnn, Taslon, []
Pharrell: Jarriel, Marrel, []
Nachum: Ranaric, Taume, []
Ah: Ariah, Ariah, [, Ariah, Thahand, Tiahe, Tahan, Gariah, Abrahah, Barnah, Meahan, Meahil, Anhah, Jurhah]
Oumar: Kamanri, Tomry, []
Kalif: Lali, Lali, []
Rexford: Trefr, Trefr, []
Carroll: Carrlel, Carrlel, []
Chadd: Thahand, Rhard, []
Pierce: Mercen, Mercen, []
Xane: Larnyeo, Janer, []
Coopar: Donaert, Macoo, []
Eileen: Jaieen, Aleen, []
Maddix: Sadien, Sadir, []
Anson: Taslon, Taslon, []
Martese: Mateos, Karee, []
Opie: Rodie, Rodie, []
Matthew: Labhee, Tiahe, []
Geoffrey: Eeroey, Eeroey, []
Claudia: Alaria, Alaria, []
Ruth: Christinh, Marthll, []
Carman: Narqhan, Jaman, []
Lorin: Bornin, Bornin, []
Susana: Jossnan, Jossnan, []
Simon: Gaivon, Ausin, []
Aliou: Jasarious, Lali, []
Eliberto: Kendirto, Eenlieo, []
Karim: Iarim, Iarim, []
Gus: Sarius, Musr, []
Ella: Mamcell, Belar, []
Kaven: Naven, Naven, []
Sharon: Dasharnh, Maron, []
Urijah: Ariah, Ariah, []
Hamed: Mamcell, Kame, []
Farrel: Jarriel, Marrel, []
Chidera: Aleisander, Kaider, []
Albion: Jawlon, Jawlon, []
Ferrell: Jarriel, Rerre, []
Yohan: Narqhan, Koan, []
Kentavious: Ruentanious, Ruentanious, []
Dacari: Kamanri, Jalari, []
Jameel: Mamcell, Jaieel, []
Steve: Treveot, Caste, []
Wesley: Eeroey, Jaley, []
Aizik: Glaniis, Daii, []
Oz: Desso, To, []
Ken: Crrden, Jeno, []
Jamarious: Jasarious, Jamarios, []
Missael: Aleisander, Tiahe, []
Zafir: Darier, Sadir, []
Willard: Alard, Alard, []
Arnav: Barnar, Barnar, []
Josey: Eeroey, Eeroey, []
Aden: Sadien, Sadien, [, Thaden]
Anita: Damitan, Nania, []
Suleiman: Aleisander, Aulen, []
Mohamad: Thahand, Thahand, []
Daniil: Glaniis, Glaniis, []
Lenell: Bennceil, Monell, []
Alek: Marler, Taler, []
Yousaf: Caytusi, Vouann, []
Esdras: Derasdo, Derasdo, []
Firas: Derasdo, Riran, []
Davit: Jarit, Jarit, []
Shelby: Kashel, Kashel, []
Macen: Mamcell, Nace, []
Essa: Desso, Desso, []
Lionell: Tonsell, Monell, []
Geza: Rigoeal, Rigoeal, []
Christia: Christinh, Christinh, []
Ashten: Kashel, Caste, []
Keontae: Deonite, Deonite, []
Clyde: Clayden, Clayden, []
Larson: Harvon, Maron, []
Chang: Michani, Michani, []
Devaughn: Roeranthln, Meahan, []
Johnatho: Donaert, Nonton, []
Ozell: Tonsell, Monell, []
Eliu: Jelarius, Jeli, []
Shay: Dasharnh, Rasha, []
Arber: Darier, Jarer, []
Dijon: Iederion, Iederion, []
Yesenia: Alexsan, Shsni, []
Kalel: Carrlel, Carrlel, []
Breylon: Srayion, Narlon, []
Theotis: Mateos, Mateos, []
Virgilio: Jarriel, Riaro, []
Deonte: Deonite, Deonite, []
Edna: Denmar, Denmar, []
Joeziah: Roeranthln, Ariah, []
Hendrix: Sherpin, Rendert, []
Hue: Labhee, Tiahe, []
Kevork: Kakeer, Kakeer, []
Burns: Durtian, Durtian, []
Ralph: Ariah, Ariah, []
Kian: Naisan, Lakan, []
Lyon: Jawlon, Jawlon, []
Ethan: Ruentanious, Meahan, []
Lipa: Alaria, Alaria, []
Irven: Crrden, Iaren, []
Harry: Jarrey, Jarrey, []
Hjalmer: Marler, Taler, []
Sinan: Jossnan, Kasian, []
Theseus: Aleses, Aleses, []
Fermin: Lerrin, Lerrin, []
Hager: Sharrert, Sharrert, []
Callen: Kocantienic, Saylen, []
Erskin: Lerrin, Lerrin, []
Raequan: Narqhan, Maulan, []
Casmere: Kasrie, Hamer, []
Timm: Rammo, Rammo, []
Gurney: Harney, Harney, []
Jaun: Maulan, Saudn, []
Ordean: Crrden, Crrden, []
Uvaldo: Derasdo, Aldoe, []
Miriam: Ariam, Ariam, []
Hari: Jarriel, Dari, []
Alfons: Jawlon, Jawlon, []
Wil: Jarriel, Samil, []
Sherod: Derasdo, Jashe, []
Rasean: Naisan, Naisan, []
Hong: Alphoni, Alphoni, []
Haneef: Rthanee, Rthanee, []
Aldon: Jawlon, Jawlon, []
Natan: Patan, Patan, []
Fulton: Crltton, Crltton, []
Tayven: Wayien, Naven, []
Adonay: Raydon, Raydon, []
Rowland: Arandlo, Erwan, []
Amil: Samil, Samil, [, Samil]
Kreed: Kakeer, Bree, []
Chet: Sharrert, Nace, []
Demondre: Alderander, Tidonder, []
Dorr: Zorry, Zorry, []
Pamela: Mamcell, Mamcell, []
Jaden: Sadien, Sadien, []
Curtiss: Artaniss, Artaniss, []
Ruperto: Curterton, Curterton, []
Rodell: Ndodel, Ndodel, []
Garth: Marthll, Marthll, []
Jakeem: Kakeer, Kakeer, []
Orval: Roeranthln, Corel, []
Ozzy: Zorry, Zorry, []
Jontavious: Dontarious, Dontarious, []
Raiyan: Naisan, Wayan, []
Terrell: Jarriel, Rerre, []
Dawud: Alderander, Saudn, []
Kacper: Kacer, Kacer, []
Cordarryl: Jarriel, Zorry, []
Quentavius: Ruentanious, Ruentanious, []
Oluwademilade: Aleisander, Alderander, []
Zamir: Tamiard, Hami, []
Seann: Roeranthln, Jashann, []
Kinte: Santel, Trint, []
Denilson: Iederion, Iederion, []
Gehrig: Lerario, Lerhi, []
Salome: Mamcell, Kame, []
Denis: Ruentanious, Jaderni, []
Naheem: Labhee, Labhee, []
Anmol: Mamcell, Rammo, []
Andrian: Kariano, Kariano, []
Carsten: Kocantienic, Iaren, []
Christoph: Christinh, Christinh, []
Avion: Gaivon, Gaivon, []
Giuseppe: Sarius, Nusie, []
Julius: Dalarius, Elis, []
Kendra: Aleisander, Rendert, []
Bennie: Bennceil, Mennil, []
Sakib: Ladkie, Macki, []
Jeremy: Eeroey, Gerem, []
Clemens: Aleses, Aleen, []
Salvadore: Cladeel, Aldoe, []
Jaquay: Narqhan, Larqu, []
Massie: Kasrie, Kasrie, []
Sinclair: Muselar, Muselar, []
Zaydyn: Paydn, Paydn, []
Laquan: Narqhan, Taruan, []
Sender: Aleisander, Rendert, []
Lennox: Aldenn, Aldenn, []
Finian: Aniran, Aniran, []
Gerome: Eeroey, Eeroey, []
Krithik: Christinh, Ariah, []
Hoy: Zorry, Zorry, []
Rob: Derasdo, Riaro, []
Nishanth: Dasharnh, Dasharnh, []
Trae: Orranie, Karare, []
Lafayette: Cladeel, Alaart, []
Pantelis: Santel, Santel, []
Damontae: Santel, Santel, []
Briar: Kariari, Deriar, []
Jermane: Alderander, Jernan, []
Favio: Iarvio, Iarvio, []
Abdulla: Maulan, Maulan, []
Omeed: Amees, Amees, []
Braylen: Saylen, Saylen, []
Yonathan: Roeranthln, Matuhaun, []
Subhan: Dasharnh, Juhan, []
Darrius: Sarius, Sarius, []
Travon: Gaivon, Gaivon, []
Cleveland: Seerlan, Seerlan, []
Clem: Mamcell, Nace, []
Dimitris: Dontarious, Demittic, []
Sandor: Aleisander, Arandr, []
Storm: Bristoo, Bastam, []
Gavino: Javinn, Javinn, []
Solomon: Doioton, Taslon, []
Linkoln: Jawlon, Manko, []
Italo: Jawlon, Riaro, []
Braxtin: Srayion, Taltin, []
Metro: Derasdo, Hamer, []
Lewie: Aleisander, Alexe, []
Lloyd: Clayden, Delond, []
Camari: Kamanri, Kamanri, []
Jadrian: Kariano, Kariano, []
Kevin: Lerrin, Jein, []
Remer: Sreier, Sreier, []
Lakendrick: Elandi, Elandi, []
Aayush: Caytusi, Caytusi, []
Zoran: Roeranthln, Tran, []
Arron: Narron, Narron, [, Narron]
Jovan: Jossnan, Koan, []
Bralen: Albrani, Saylen, []
Sony: Dreston, Taslon, []
Iverson: Derasdo, Gaivon, []
Shariff: Jasarious, Dari, []
Cincere: Ricrre, Tidonder, []
Kain: Gaivon, Lakan, []
Tellis: Jelarius, Elis, []
Adler: Marler, Taler, []
Elan: Seerlan, Telan, [, Telan]
Addison: Gaivon, Gaivon, []
Seward: Muselar, Muselar, []
Aj: Shraj, Shraj, [, Shraj, Mamaj]
Sander: Aleisander, Mander, [, Aleisander]
Buster: Muselar, Muselar, []
Bonifacio: Dontarious, Jodiai, []
Yannis: Glaniis, Sanis, []
Ahren: Iaren, Iaren, []
Juliano: Maulan, Rulan, []
Lige: Algel, Algel, []
Heber: Kakeer, Kakeer, []
Quindarius: Ruentanious, Sarius, []
Aundra: Sanuandr, Sanuandr, []
Derin: Iederion, Iederion, []
Fardeen: Jadeexn, Hardee, []
Ryland: Arandlo, Arand, []
Masayuki: Caytusi, Caytusi, []
Tyrek: Metrick, Metrick, []
Maximos: Jamarios, Jamarios, []
Grace: Mamcell, Nace, []
Aziel: Jarriel, Rariel, []
Mikolaj: Amikn, Amikn, []
Krishan: Narqhan, Naisan, []
Cavin: Javinn, Javinn, []
Onix: Donin, Donin, []
Paulmichael: Mamcell, Mamcell, []
Michelle: Mamcell, Mamcell, []
Sufyan: Naisan, Rulan, []
Hoover: Donaert, Noner, []
Doc: Derasdo, Ido, []
Christop: Bristoo, Bristoo, []
Romeo: Bristoo, Aroon, []
Prentice: Prenticl, Prenticl, []
Mamoru: Sarius, Rammo, []
Tyrel: Jarriel, Arhel, []
Webster: Aleisander, Caste, []
Gaberiel: Jarriel, Rariel, []
Ward: Hard, Hard, []
Lucca: Alaer, Duai, []
Joseangel: Roeranthln, Santel, []
Jackson: Taslon, Taslon, []
Izael: Jarriel, Tiahe, []
Leor: Alaer, Alaer, []
Dusten: Curterton, Aulen, []
Cole: Doldert, Doldert, []
Trysten: Dreston, Dreston, []
Artavious: Crrtarious, Crrtarious, []
Dom: Derasdo, Ido, []
Narek: Jarriel, Care, []
Reyan: Brbyan, Brbyan, []
Klinton: Doioton, Nonton, []
Casimiro: Jasarious, Tamiard, []
Jahmere: Labhee, Hamer, []
Darrick: Mareric, Mareric, []
Helios: Ruentanious, Eenlieo, []
Arlis: Sarius, Sarius, []
Wheeler: Beeuander, Deee, []
Frederic: Mareric, Mareric, []
Kyriakos: Jasarious, Deriak, []
Jusitn: Ausin, Ausin, []
Lambert: Alaer, Alaer, []
Mykal: Jarriel, Yal, []
Jaysen: Wayien, Wayien, []
Claudell: Cladeel, Cladeel, []
Aidyn: Gaivon, Daid, []
Desiderio: Iederion, Iederion, []
Ezrael: Roeranthln, Beel, []
Javier: Darier, Darier, []
Deionte: Deonite, Deonite, []
Fortino: Ronerton, Bornin, []
Dolphus: Radhs, Radhs, []
Kaeo: Larnyeo, Mateos, []
Avedis: Kavdin, Kavdin, []
Kayla: Maulan, Rayao, []
Macario: Jasarious, Ralario, []
Izzac: Mamcell, Alic, []
Cosimo: Aoshliio, Aoshliio, []
Davion: Gaivon, Gaivon, []
Kadarrius: Jasarious, Dalarius, []
Ariston: Bristoo, Carton, []
Hassel: Kashel, Kashel, []
Khaleef: Larlere, Larlere, []
Elyas: Jelarius, Jelarius, []
Milburn: Albrani, Albrani, []
Davian: Naisan, Naisan, []
Ridge: Crrden, Argey, []
Schuyler: Alaer, Alaer, []
Kenzo: Jeno, Jeno, []
Emiliano: Miloian, Miloian, []
Arlin: Harln, Harln, []
Jammie: Rammer, Rammer, []
Curley: Eeroey, Argey, []
Wylder: Aleisander, Rayder, []
Eliga: Belar, Jeli, []
Osher: Kashel, Noner, []
Mortimer: Corier, Corier, []
Westley: Eeroey, Caste, []
Randle: Arandlo, Arandlo, []
Katie: Kocantienic, Jaie, []
Olvin: Donin, Donin, []
Daevion: Iederion, Iederion, []
Aariz: Kamanri, Jalari, []
Hans: Narqhan, Sanis, []
Holston: Dleston, Dleston, []
Ashtyn: Casthnn, Saston, []
Marcus: Sarius, Sarius, []
Blue: Labhee, Alaer, []
Garnett: Larnyeo, Harney, []
Mohan: Narqhan, Koan, []
Ander: Aleisander, Mander, [, Aleisander, Alderander, Beeuander, Mander]
Sy: Jarsey, Jarsey, []
Termaine: Alderander, Lerrin, []
Khiry: Ahairt, Tirry, []
Broadus: Jasarious, Elaydus, []
Marian: Kariano, Kariano, []
Hansel: Santel, Santel, []
Keiran: Seerlan, Riran, []
Itzae: Tiahe, Tiahe, []
Zamarion: Tamario, Tamario, []
Alexandru: Aleisander, Alekandr, []
Semaj: Denmar, Mamaj, []
Elver: Kakeer, Alaer, []
Jullien: Aulen, Aulen, []
Markjoseph: Jamarios, Jamarios, []
Malakai: Dalarius, Jalari, []
Shah: Dasharnh, Dasharnh, []
Wen: Crrden, Jeno, []
Nana: Jonanar, Jonanar, [, Jonanar]
Aksel: Kashel, Kashel, []
Georgio: Lerario, Lerario, []
Dino: Sadien, Sadien, []
Ty: Jartey, Jartey, []
Muhsin: Christinh, Ausin, []
Maurion: Tamario, Tamario, []
Blair: Darier, Tlar, []
Jahmier: Darier, Hamer, []
Jamiyl: Samil, Samil, []
Geoffry: Jerny, Jerny, []
Brandan: Aranaan, Aranaan, []
Ladarian: Alaria, Alaria, []
Gunner: Beeuander, Janer, []
Dionicio: Kocantienic, Iederion, []
Jordi: Rodie, Brdi, []
Wm: Mamcell, Kame, []
Duvid: Sadien, Duai, []
Lizandro: Aleisander, Aleisander, []
Jakwon: Jawlon, Jawlon, []
Toure: Corel, Corel, []
Vinal: Rigoeal, Javinn, []
Abhishek: Labhee, Jashe, []
Lebron: Ronerton, Albrani, []
Marselino: Tamario, Easein, []
Tashawn: Pashawn, Pashawn, []
Rayhan: Narqhan, Tahan, []
Gianmarco: Ranaric, Ranaric, []
Derrell: Jarriel, Rerre, []
Sinjin: Donin, Ausin, []
Reginal: Jareil, Jareil, []
Dezmond: Iederion, Delond, []
Javid: Javinn, Daid, []
Duvan: Maulan, Rulan, []
Neev: Sarneel, Eoanee, []
Osvaldo: Aoshliio, Aoshliio, []
Leonides: Jeonie, Jeonie, []
Levi: Aleisander, Lali, []
Basil: Jarriel, Samil, []
Mercer: Lerrer, Lerrer, []
Layton: Srayion, Carton, []
Keithan: Damitan, Meahan, []
Sharif: Jasarious, Dari, []
Rashaun: Dasharnh, Pashawn, []
Dovid: Ndodel, Ndodel, []
Mycah: Mamcell, Ariah, []
Chrisotpher: Christinh, Christinh, []
Zachary: Carhar, Carhar, []
Renne: Bennceil, Bree, []
Susan: Jossnan, Jossnan, []
Santiel: Santel, Santel, []
Denny: Aldenn, Aldenn, []
Severin: Iederion, Iederion, []
Dmarcus: Sarius, Sarius, []
Tyrin: Lerrin, Trint, []
Jeovany: Jerny, Koan, []
Lam: Mamcell, Kame, []
Aristotle: Bristoo, Bristoo, []
Jalynn: Vaynin, Vaynin, []
Deward: Alderander, Hard, []
Rithvik: Christinh, Ariah, []
Luvern: Alderander, Blertne, []
Derrion: Iederion, Iederion, []
Sacha: Narqhan, Tahan, []
Jamoni: Kamanri, Jaroni, []
Tolbert: Doldert, Doldert, []
Zaquan: Narqhan, Maulan, []
Jalin: Taltin, Taltin, []
Ivan: Gaivon, Riran, []
Shivaay: Nhilnays, Nhilnays, []
Hubbard: Rhard, Rhard, []
Abhay: Labhee, Tahan, []
Kaysen: Wayien, Wayien, []
Ariel: Jarriel, Rariel, [, Rariel]
Candelario: Ralario, Ralario, []
Ashlee: Labhee, Jashe, []
Dominic: Kocantienic, Kocantienic, []
Alejo: Jawlon, Aleos, []
Lomax: Alaxi, Alaxi, []
Daryle: Larnyeo, Jarle, []
Ryken: Crrden, Iaren, []
Avrum: Sarius, Iarim, []
Lorenz: Crrden, Iaren, []
Sosaia: Naisan, Jaia, []
Kagen: Lakan, Lakan, []
Viraaj: Aniran, Riran, []
Levell: Cladeel, Cladeel, []
Seymour: Denmar, Denmar, []
Rito: Bristoo, Bristoo, []
Kendon: Lenvon, Lenvon, []
Donal: Rigoeal, Monas, []
Isaac: Naisan, Naisan, []
Chantz: Kocantienic, Thantic, []
